artist_genres,track_uri,track_name,artist_name
trap colombiano,spotify:track:1JpzJfxjHGFUyTHXLZidok,Monastery,Ryan Castro
trap colombiano,spotify:track:6y8z28epOv5FlaxDv1Lo5B,Jordan,Ryan Castro
