artist_genres,track_uri,track_name,artist_name
r&b en espanol,spotify:track:53tfEupEzQRtVFOeZvk7xq,DESPECHÁ,ROSALÍA
r&b en espanol,spotify:track:3fjN3y5x4hN53rykAN2LHQ,cómo dormiste?,Rels B
